BMI,SelfEsteem,Accu,DietSE,Restrictive,Bulimia,Risk
2.217880653,1.616105941,-0.045230206,0.457881531,-0.127585863,0.236372756,0.793737145
0.848202895,1.722057574,0.470026166,-0.435814992,0.697437319,-0.75078393,0.103485983
0.103037738,-0.202255502,-1.619781155,1.219897683,-1.348533419,-1.83367589,-1.633911195
-0.179709305,-0.635263966,1.196887436,2.152419355,0.548774062,0.547487164,1.623626674
0.065454492,-0.166130369,0.557424568,-1.928320874,-0.064896753,-0.976597122,-0.702490595
0.031464085,-1.581491234,-0.873491218,-1.634183662,-0.118062022,1.113500252,-0.136211126
0.232599884,-0.703241973,0.654802938,0.046651689,-1.536115738,-0.780315331,-0.926881185
0.420827386,-1.087597168,0.092639393,0.830104457,-0.638634133,0.266708955,0.001000935
-0.06408982,0.448361128,1.688923843,-0.126422832,-0.95312205,-1.254843215,-1.334478685
-0.444804485,-0.381632525,0.018381544,0.21079249,0.073660833,-0.195945457,0.177176762
-0.227451429,-0.126899614,-0.827071146,0.711945684,1.049327476,1.49122194,1.510132525
-1.211833044,1.059088602,-0.8183799,0.859615034,-0.319732871,0.124534405,-0.103113261
-0.504110465,1.125331238,-0.553267514,-0.222255366,1.716926933,1.803009689,1.547711459
0.506541941,-0.500406469,-0.385348842,-0.796100644,-0.031036422,-0.119375572,-0.184533531
0.12962607,-0.169699527,-0.336853978,-0.320892288,0.308383835,1.125693316,0.91849018
-0.508744274,-0.137484991,0.412079735,-0.090077557,1.303617663,0.424638542,0.567531945
-0.290440967,-0.358714379,1.528125619,-0.340475679,-0.069417982,-0.142670277,0.299974352
0.80499638,-0.452079297,2.277221165,-0.762848434,-1.607218855,-1.918383507,-2.687897235
0.698234567,0.180944745,0.076406547,0.312517485,0.456608073,1.398172277,1.074583101
0.043861983,1.023949749,0.103431107,-2.537883542,0.52522093,0.72602576,-0.123879504
-2.009618331,0.322535122,-0.330199025,1.613809322,-0.998482517,-0.309703885,0.156583985
0.108587604,-1.01869679,-0.451144156,0.24343045,-0.531285584,0.024873811,-0.383474958
0.902152644,0.666955486,1.26931092,-1.796383357,-0.009168511,0.192339488,-0.383957225
1.722595903,-1.852454463,0.671933585,-0.453603863,-0.70558176,0.927016204,0.370824975
-0.326744869,-0.220051791,-0.89672096,0.973538706,0.040434043,-0.357322272,0.078391656
0.809744232,-0.344862401,1.248573463,0.633446897,0.071607591,0.847713685,0.805051619
-0.475962999,-0.099990088,0.715336849,-0.149086744,-0.381656092,-0.77644712,-0.95450354
-1.46207878,0.784776975,0.065698518,0.903916927,-0.787194411,-0.321405441,-0.427699863
-2.069704197,1.116196133,0.694477224,0.521573502,-0.407562515,-1.320188673,-0.810529039
1.841708057,1.541264351,-0.404175935,0.334187949,-1.064808858,-2.106504432,-1.890604548
0.042215598,-0.567060799,0.278222155,0.953584175,-1.278331252,-0.40449054,-0.697919951
-0.975208953,0.07075124,0.548761848,1.670360158,-1.10324418,0.293755444,0.509571317
-0.422612098,0.185304978,-1.160368274,0.659562451,-1.718048106,-0.582619465,-0.734151335
-0.505261901,-0.394457218,-1.868368033,-1.011455569,1.618636794,1.149132819,1.147198038
-1.328623352,0.634739944,1.698449922,0.386200187,-0.672376146,-1.258009866,-1.10017971
-0.753124525,-0.370767543,-0.425059153,0.872358379,0.599591128,0.342083375,0.771730369
-1.033269914,0.909866547,0.159126854,1.908236329,-0.482698181,-0.336896601,0.020019205
0.10594284,0.964990145,0.552933103,-0.364118902,-0.112942524,-0.210069932,-0.6543463
0.723089401,-0.971259448,0.486713537,-0.408933643,-0.868598229,0.173893503,-0.23324749
-1.106627105,1.36191432,0.956944935,0.963401418,-0.693812539,-1.840499828,-1.432981523
0.226105956,-0.838048647,-0.298729645,0.270085942,0.435797222,0.488486378,1.12574242
-0.157706694,0.929996217,-1.393280576,0.26976986,0.065406615,-0.780398652,-0.276963859
0.143077844,2.045675936,-0.522504645,1.228332283,-1.133161278,-1.420170027,-1.301039665
-0.645308878,-0.293167065,-0.294012223,-1.050094266,0.212226281,0.109848783,-0.345866062
-0.873452175,0.04349682,-0.104433686,0.299031664,0.25320051,-0.528566978,0.160911732
-0.154068616,0.01252196,0.754422915,-0.683236357,-0.476613222,0.437680091,0.040885808
0.566110733,0.019248021,0.315088815,0.37958124,-1.344764152,-0.225997569,-0.487184579
-0.430547955,-0.228367844,-0.797456017,-0.826692963,0.807523919,0.532351353,0.506778765
-0.314809756,1.099930115,-0.01733952,0.17088386,-0.089004659,-1.336944668,-1.307349372
-0.108190265,-0.487269571,0.622722201,-1.86064184,1.994322694,2.691650966,2.099306049
-0.677640442,-0.484626658,0.546108829,1.724986394,0.599152496,0.580907926,0.687433895
-2.045264123,0.338018965,0.350313306,0.884796597,2.200011075,0.415678981,1.565951187
1.651501313,0.637179238,-0.080443108,-0.158045818,-0.089728824,-0.33049817,-0.12631138
-0.650823483,-0.01676798,0.714604467,-1.313323535,-0.225982393,0.043355876,-0.289530714
1.106209791,1.207697877,-0.034694807,0.330022255,0.465532242,-0.047241542,-0.048346301
-2.555831741,-0.728255016,-1.175830324,0.252869212,1.04666322,1.198505824,1.306333804
-1.228208156,-0.807008436,-0.616755226,0.243349366,-0.556881596,-0.381175547,-0.6431166
-0.121742901,-0.182361739,-1.000657717,-1.34370714,-0.204279677,1.128153743,0.305015254
0.680122253,1.05998302,-0.096834086,-0.180433626,-0.330814878,0.739648587,0.712102384
-0.069918542,-1.563634907,-1.234322192,0.975364498,-2.173904234,-1.831086591,-1.342241841
2.601945411,-0.260108485,0.491811336,0.113883022,-0.583390081,0.214861475,-0.354140293
-0.147343096,-0.31458969,1.185263162,-0.324735391,1.016942558,2.2931448,1.902578998
0.508787012,0.293581644,1.690995801,-1.739327541,1.499814317,0.47640711,0.628033444
-1.918744724,0.426965617,-0.397474992,-0.667290791,0.200281341,-0.975245418,-1.216133888
1.006248248,-0.911387401,-1.506323464,-0.439020609,-0.57573931,-0.889924828,-0.640758238
-0.408413407,1.295402496,-0.343925025,-0.062745727,-1.044057212,-0.858883581,-1.485772159
0.192344493,-0.283085949,0.458857481,-1.060307773,1.161134707,0.65180255,0.688040351
0.383532239,-1.184016869,-0.088798912,-0.611443281,0.60630699,1.039682715,0.564522018
-0.027867225,0.226990213,-0.485137129,1.576109269,0.318399993,0.749514422,1.439138298
0.468777641,-0.167804574,0.947042027,1.986069243,-0.217731193,-0.529560856,1.162365952
2.067538398,-1.641307914,-0.390687201,1.078338817,0.895372939,-0.495829832,0.425785963
-0.643277974,0.717416776,-0.68787144,-0.38492665,-1.073165654,-0.93011523,-0.929979281
-0.969874305,-0.310085302,-0.512056477,1.775637623,-0.851313448,0.438632931,0.414076913
-1.089046033,1.043842371,-0.428414875,-0.771659701,-0.291784354,-0.8121158,-0.66798584
1.896568357,1.415757478,1.060226168,0.539162144,-1.268187654,-0.142435486,-0.121642885
-0.133319791,-0.087271091,1.275694026,0.992183751,-0.360435669,-1.155758002,-0.500316791
-0.637464793,-0.006446691,-2.188263455,0.676102718,1.614680212,0.180080088,1.70355826
1.141888484,0.497385196,-1.315370387,0.516896942,-0.3034147,0.694237419,0.284922864
-1.115848398,0.605682923,0.963017065,-0.420081485,-0.677964092,-2.010356903,-1.971646198
0.572237412,-1.4072496,1.930774994,-0.282192591,-0.357766277,-1.273275822,-0.952353063
-1.591799923,0.994126199,-0.113398093,0.224716173,0.471358689,0.03241935,-0.169503137
-1.232320439,-0.04663713,0.111410506,0.939243751,1.703330531,0.510394969,1.522280038
1.185887111,-1.829883925,-0.468347381,-0.242910991,-0.957635529,1.626469592,0.678229221
-0.621531924,-0.450157716,-0.262074644,-0.478690949,-0.356040772,0.384372864,-0.196302442
0.635521893,0.092354875,0.954324618,-0.920832912,0.474180557,-0.072290463,-0.434460906
0.445156479,1.012651419,1.802915514,-1.806576621,-0.119889744,1.290681287,0.418857896
0.01819754,-0.527325635,-0.332308247,-0.157061908,-0.83629563,-1.345761909,-1.061660801
-0.243847008,-0.311824983,0.577005873,-0.638260521,-0.097223501,-0.373727576,-0.636226967
-0.256180253,2.952714136,-0.885308403,-0.227623609,-2.099996346,-0.697309492,-1.31231202
0.95850023,-0.364482843,-0.291385355,0.629220757,-0.998174569,0.263048585,-0.223864265
1.778931862,-1.638783869,-1.081440116,0.119815975,1.037677474,0.796188746,0.956305729
-0.726831528,-1.078411129,-0.589150154,-0.183230988,0.132811013,-0.096707749,-0.165493941
-0.213022096,1.45631354,0.03316331,1.029007601,-1.740663615,-1.130987635,-1.45409412
-1.110106522,-2.677883614,-0.253206869,0.667270475,0.672571413,-0.046378287,0.210338941
-1.944935016,-1.262223418,0.71879048,-1.134311958,0.948907452,0.84195782,-0.211087313
0.325472703,0.588851802,-1.64756638,-1.281638305,0.305225988,0.797357634,0.325416012
1.046399024,1.453577801,2.123627111,1.091290315,0.082673034,-0.731840493,-0.018105272
-0.371799115,-0.86611316,0.498197727,-0.543646102,-0.474754114,-1.56571907,-1.501568964
-0.254347232,0.16530183,0.528830828,-1.150321302,2.440216249,2.351333302,2.060716697
-0.278631132,-0.536733711,-0.626860475,-0.870640019,1.056506961,0.894812023,0.337868874
0.185173447,-0.659372807,-1.314108972,0.171667238,-0.166190583,0.888934685,0.686086526
-2.268001789,-0.801551024,0.440909203,-0.680934896,0.820324315,0.062687867,0.303332591
-0.705729917,-1.608676007,-0.458499763,0.574007862,2.018305267,0.817944701,1.89936133
-0.202690846,-0.312695703,0.021711009,1.169267579,-0.293958585,0.083418333,0.314040327
-0.377431359,-2.627486236,0.59600137,-0.819977066,-0.249647906,2.837978735,1.488535423
0.292362544,-0.584938778,0.338485735,0.045759026,1.396817004,1.50051398,1.178201716
-0.340095897,-0.215967676,0.124009918,-0.804097161,0.188517541,1.232385843,0.52106474
0.312682337,0.479965946,-0.192537798,0.82059012,-2.606738355,-1.837165668,-2.735911343
-0.183150276,0.532794265,-1.916340569,-0.187100331,-0.178235008,-0.83018819,-1.083459344
-0.118694793,2.002902283,0.75537011,-0.486080808,0.394808214,0.393158978,-0.264047435
1.083713626,0.403082844,-1.353180999,0.206927998,-0.490465467,-0.675930038,-1.188652424
-0.649629043,1.536167607,-1.60294292,-0.25138687,-0.271599107,-0.760334868,-0.93981779
-1.361665914,0.414491131,1.220838453,0.230312903,0.734080126,-0.458724616,-0.071428637
-0.278021567,0.213476183,-0.792585024,-0.325011205,1.97331567,1.969653327,1.785685737
0.917852353,-0.02685487,0.314650424,1.288190521,-0.273995375,0.827691052,1.093452037
-1.88131603,1.193165271,-0.384857316,1.438910516,-0.285961222,-1.576635296,-0.06996368
0.084320041,-0.740563128,-0.819596562,0.780782006,-1.078129838,-2.299277746,-2.143895366
0.042132064,0.688280795,0.04733913,0.851433777,0.147862741,0.059043518,0.196295302
0.369371694,-1.192388609,0.205395165,-0.130057413,-0.24679839,0.922861844,0.282902785
-0.282545961,1.322525239,-1.217919666,1.742246334,-0.531974266,-0.37040006,-0.253230306
-1.185350617,-0.563662538,-0.044025394,0.667311938,1.453189694,2.202271224,2.526248913
0.001909278,0.67863327,-0.403151809,-1.229053681,-0.743342228,-0.924919853,-1.469476552
-0.290922731,-1.525150488,-0.38319064,-0.633404726,0.744665428,1.420700951,0.897511225
-0.55497653,-1.478831537,-0.289134698,0.953127245,1.875545773,1.104940403,1.741723423
0.538722441,0.156328618,0.380053751,0.813198658,-0.18017978,0.028787586,0.186426765
-0.607530998,1.596126321,0.150984936,1.239891344,-0.174502919,-0.830581742,0.286935865
0.829538861,-0.597935318,-0.993934264,-0.376038178,-1.297946026,-1.218873889,-1.385527208
-1.028604737,-0.57449029,1.917436561,-0.96426709,0.804723379,-0.349544988,0.335794996
1.009804889,0.913145141,-0.249815435,-1.17461433,-0.356270471,0.268410622,-0.148482954
0.327657462,-0.552310925,1.266047626,0.526230646,1.732634738,1.946749439,2.321371241
-0.167261,-0.474965038,0.480688355,-0.572177419,0.296699401,0.866259909,-0.235835679
0.161301347,-0.147714372,1.560162741,-0.389445069,-1.676589987,-1.182300021,-1.649774329
-0.870196091,0.575570623,0.645507766,1.023129234,1.486256885,-1.532867132,-0.070953332
-0.338636164,0.713046079,0.539143195,-0.207682208,1.961628669,0.084508086,0.810791041
-0.698575816,0.683219804,-0.284646082,0.788174348,-0.866714477,-1.829311041,-1.338631132
0.043314098,-0.386705489,0.200667026,-0.888482602,0.891695287,2.219627656,1.765241184
-1.651102082,-0.810054577,1.100766905,0.353539425,-0.085734567,0.306866648,0.802704091
1.553717512,-1.000977501,1.487613109,-0.81918749,-1.030550702,-0.996574141,-0.901388322
0.627448277,-0.01542679,-0.769520192,0.243111894,0.596939391,1.711006092,0.988300311
-0.288202465,-0.564149863,0.108700304,-0.218609383,0.555169626,0.181890328,0.452992957
-0.619231383,-0.48838706,-0.115195171,1.324799423,0.803823576,-1.525192938,-0.461523073
-1.049460707,1.245780601,1.058950597,0.859645425,-1.9864786,-2.136620816,-1.834975227
1.460968822,1.008244283,-0.637100778,0.588624344,0.224469299,0.042291504,0.371537208
-0.526045018,-0.040186974,-1.56384313,1.033394448,-1.970981501,-0.789873722,-1.087132086
-0.603763753,-1.074855006,-0.575940551,-0.529194676,0.266461813,0.801078093,0.47117909
0.953438236,-0.298127007,0.232817787,-1.517535101,-0.457949715,-0.612709431,-1.099802881
-0.326810666,-0.25123304,0.262728355,-2.484506276,0.466272488,0.633404957,-0.480900821
-0.174928244,-0.56160611,-0.597619857,0.220740922,0.813138146,1.561376844,1.435092453
-0.060338938,0.506135282,2.190714205,0.125380288,0.16268562,-0.190982142,0.301789662
-0.299170389,1.472257039,0.030021881,-0.103838993,-0.505582099,-1.279124386,-0.535673479
0.066282874,0.9843047,-0.559279467,-0.89003809,0.069920564,0.688420282,0.115096117
-0.788424377,2.172468303,-1.214210627,1.58816861,-0.665285219,-1.383616124,-0.576901652
-0.035497276,1.406850905,-0.269252894,1.284088078,-1.491431952,-2.283037431,-1.896993451
-0.010709157,0.646513084,0.01225995,0.457781087,1.140166385,0.966619396,2.144857425
1.336372495,-1.181940932,-0.147310637,1.852980748,-1.278228688,-0.505648085,-0.663779064
0.210465399,-1.236751425,1.569054243,0.286870558,-0.2548063,0.262856601,-0.049489262
0.309150922,1.094390349,1.379361446,-0.024762224,-0.578560326,-1.32800113,-1.188154418
1.261489004,-0.274128454,0.128794693,-0.993339119,-0.367267542,-0.674657217,-0.864691523
-0.540177198,-0.122861625,-1.211471107,-0.393114922,1.057261567,0.796714121,0.607858413
1.230357261,-0.763457285,0.419587711,0.312566762,-1.0311479,0.102263029,-0.0107061
0.546255793,-1.5166483,0.346280252,1.673637033,0.514396209,-0.577927868,0.948941504
-1.6330716,1.235839058,0.631518438,-0.143150123,-0.61221706,-0.306392007,-0.28521858
-0.557525492,0.929039509,-1.609793931,1.406098422,0.021046542,0.005413953,0.121422044
-0.359032028,-1.951837493,-0.466032943,-0.353494686,2.418462385,0.972119784,1.592409228
-0.130804245,1.62085116,-1.161896523,-0.583530515,-0.499369483,0.889481384,0.8205482
-1.824719458,0.331456283,-0.579074198,-0.111323795,0.368405658,0.769892879,0.550569757
-0.26276486,-0.450324751,-0.359907315,0.002690577,-1.201870835,-1.000904975,-1.322634948
-0.501875208,0.069085227,0.018093109,0.751495602,0.13902384,-0.495299901,0.411131215
0.328787925,0.313512141,1.182466799,1.303067064,-0.023979941,-0.120583895,0.270345141
-0.814541464,-1.784775759,0.537194788,-0.50411723,1.065891221,1.911125175,1.639034513
-0.113439825,0.720924673,0.299092957,0.4604242,-0.598829672,-0.483048122,-0.291792078
-1.90796388,-0.76415449,-0.587094294,-1.084014448,0.179108121,-0.629474526,-0.903032682
1.566451145,0.375806012,1.354237184,-0.22959111,1.439455865,1.210591094,1.214687685
0.20868304,1.276528775,-0.423482264,-0.313070104,-1.138590616,-0.057424726,-1.162649355
-0.944613519,1.175069021,0.772405622,-0.219463179,-0.17390236,-0.788578461,-0.422350677
0.688053076,-0.563540397,0.001875548,-0.660760472,-0.066885624,0.300440109,0.704494333
-0.172389243,-0.662587605,0.688350303,-0.502113557,1.114100472,-0.390612025,0.362931234
-0.179589408,-1.240247023,-0.53324511,-0.53825431,0.312385864,-0.494351177,-0.136766398
-0.227420717,0.132141358,0.164112285,-0.118287834,-1.881445475,0.079794325,-0.727696736
0.661717577,-0.23213782,-1.127096858,-0.292178539,1.211111158,0.903691594,1.155984686
1.410056634,-0.59189944,1.401419465,0.29010941,-0.19219754,-0.309358869,-0.112172787
-0.050247439,-0.722547007,1.250879976,-2.296542863,-0.950576548,-0.366689731,-1.544432342
-1.467969062,-1.969739834,1.704283409,0.096533672,0.545587616,1.281863902,0.837562583
-0.120351518,-1.544215676,0.74270557,-1.04725738,-0.396053796,-0.053734694,-0.643973248
-0.938451949,0.073095265,-0.048834763,0.495772189,1.256521143,0.436808025,0.601198831
1.541218088,0.232316603,-1.409617495,0.023514989,-1.160308975,-0.99359742,-1.083854203
-0.454929494,0.861571894,0.371640886,0.635687378,-0.910099829,-0.336755342,-0.299628077
0.386983449,0.843341869,-0.169601954,1.282304076,-0.97572395,-0.269607853,0.379789882
-1.560503363,-1.583088881,-0.751068825,0.238748637,-1.308825915,-0.449497703,-1.064389361
-0.012303664,-0.0015885,0.067231777,-0.310258332,1.213509198,1.381110188,1.169311769
-0.360577138,-0.120442993,0.656371211,1.511132178,-1.245820677,-0.631011049,-0.473676148
-0.799755985,-0.659718281,-0.588699534,1.155368155,-0.066022748,0.963738697,0.135540137
-0.003243808,0.923348023,-1.558658667,-0.405092417,-0.080331572,-0.949480765,-1.140931158
2.295382312,0.383019671,0.591748044,0.070492218,0.968156948,1.942494642,1.422838853
1.206787614,1.045616084,0.066607286,-0.959963511,1.280336325,1.170168642,1.017047111
-0.022097775,-1.099739095,0.233901812,-0.044549041,0.497201225,0.864042172,1.006828564
1.190601241,-0.005397048,0.79909302,-1.003808908,-0.15382442,0.401064258,-0.233572401
0.106871912,-1.009818947,0.336748209,-0.938899736,0.832122649,1.492975536,1.434794721
1.541057471,-0.997535061,-1.299012135,0.224267429,0.033353537,-0.120593691,0.247531282
-0.878105446,0.278160984,-0.364019072,-0.114121519,0.92546529,-0.118130036,0.345890761
-0.420724718,-0.568382226,-0.53024636,-0.701616639,-0.427490016,-0.747782365,-0.313427778
-2.6624576,-0.452766981,-0.155260322,0.342048585,2.914934791,1.806187047,2.279888637
-1.632304555,0.122703066,1.053477322,0.138502873,-0.293071508,0.76085901,-0.180481765
1.00698618,-0.628472754,-1.217563484,0.025318696,-0.212623569,0.492394442,0.243066135
-1.96158445,-0.262002183,1.952075457,0.668903222,0.300785023,-0.307500873,-0.069654496
1.445417795,-0.482749671,-0.662405893,-0.452577432,-0.754600571,-0.363231181,-0.097685915
0.048237555,0.138277553,-0.5393264,-0.38240185,0.252716899,-0.894179511,-0.541632392
0.578647033,-0.11804888,-0.190890414,-1.400028227,-0.659871061,-0.011382451,-0.532012834
-0.697163462,-1.318676931,0.401550291,-0.617356558,-0.729384351,0.152062071,-0.622348939
-0.240305539,-1.152998744,0.375833818,-0.988135477,0.317016145,2.116783001,0.796009567
-0.124634445,0.59981643,0.72916796,-0.886036358,0.366836425,-1.497677005,-0.939422399
0.089483366,0.1372842,-1.423041269,1.222257963,0.817840725,1.153727596,1.96339617
0.027681691,0.729224888,-0.057306997,-0.645364799,-0.441577934,1.678733316,1.293487255
-0.054766005,0.086227972,-1.912137345,0.325645399,0.689308371,1.631088604,1.800128119
0.10005503,0.308168839,-1.310355777,0.494529123,1.003198723,0.431049858,1.03798199
0.514809803,-1.603981427,-0.698546201,-0.213140128,-3.104518194,-1.592643734,-2.327551704
-0.489176533,0.255969966,-0.74327838,0.312017341,0.097986016,-1.820485151,-1.224678494
-0.133608326,0.262728303,-0.768934672,0.043917112,-0.410617838,-1.609236281,-1.137715399
-0.876563738,0.21730106,0.785088925,0.435615605,1.450897699,-0.101109196,0.611269184
-1.325115161,-1.368575956,-1.641642771,-0.693167583,0.745657864,0.330603607,0.185691563
-1.474085141,0.985424765,-0.650737184,-1.109620119,0.253988115,0.670391247,-0.298170595
0.410566715,1.259088001,-0.156340031,-0.011967308,1.302604586,0.057579508,0.502831347
0.803360025,1.607474923,1.439325427,0.637503869,-0.715449168,0.403378839,0.550336041
0.265624111,1.211329062,1.45455623,-0.921068243,-1.255912911,-0.653195705,-1.58167839
1.631329717,-0.247093432,0.936181409,0.675889728,-1.61067413,-0.954245726,-0.850007657
1.220605678,-0.661245244,0.385798057,0.563894526,-1.000797034,-0.586860214,-0.596412177
0.713247402,0.083716282,0.282388953,2.048711726,0.175686117,0.650624639,0.524841407
0.535507226,-0.098968703,-1.853509534,-0.094486163,-2.90247066,-1.46687816,-2.085594591
-0.314506725,-0.245846228,-0.292784234,-0.305281967,-0.360081897,0.28847998,0.139572558
-1.701614481,-0.947892653,-1.507275781,0.611653518,-1.675392847,-2.810348947,-2.374981244
-0.057899842,-1.562483722,-0.776097104,1.781974277,-0.791958166,-0.146027866,0.017008619
-0.42842179,1.150203127,0.561003848,-0.265839722,-1.943871103,-0.99195749,-1.177269441
-0.577490344,0.683548844,0.254432314,0.504003324,0.559512047,-0.697388382,-0.200050527
-0.268533392,-1.939008116,0.049306384,0.0227478,-2.156245584,0.742391032,-0.011723648
-0.61667071,-0.61301452,-1.466958831,0.197910048,-0.821918604,-0.90679525,-0.603479625
-0.804567453,-1.026143597,1.708036249,-1.096620062,-1.194012855,-0.617857858,-1.41338361
0.323049566,0.10320218,1.946616332,-0.324483719,0.469689618,-1.291208779,-0.310692919
-0.14903646,0.729531356,0.157458308,0.392317893,1.143371185,0.583308962,0.966051967
2.215252655,1.226675639,-0.786935449,0.680638072,0.208841722,0.609278493,0.793809154
-0.843722235,-1.563393607,-0.975201666,0.337486169,0.495000745,0.362755753,-0.195681389
-0.413386938,0.010420515,0.023253123,-0.364283363,-1.199143418,-0.561314384,-1.242869133
-0.118708399,1.22439961,1.252973142,1.310108035,0.564651906,0.371769831,0.407128344
0.908833037,0.75526058,-1.15469954,-1.356639096,0.130042641,0.367546341,-0.223126259
-0.057160218,0.578377453,0.662807797,1.290376122,-0.464131257,0.721371567,0.571686815
0.675410709,-0.526136072,-0.688778388,-0.117819553,0.064706485,0.495470824,0.464353941
-0.676768707,-0.208319871,0.09009195,-0.114144873,0.9733153,1.732272992,1.374091648
-0.287115499,-0.768615382,0.54045384,-0.175732308,0.353373838,-0.472255712,0.011959142
-1.255707337,0.214739937,1.647859017,-1.346675576,-1.041390427,-0.939972659,-1.02711285
0.589825743,0.271530164,-0.063400195,0.359421896,-0.455004725,1.404293773,0.843459723
-0.43354833,0.591513897,-0.58450528,0.111795345,0.822224608,1.005920633,1.924798887
1.662003962,-1.232497842,-0.461099195,-2.448404076,-0.342829187,0.751156081,-0.864506779
1.006885349,-2.006473881,1.136828243,-0.957363763,-0.276959463,0.056610516,-0.053087348
-0.198081925,1.875401444,1.71030116,-1.228592719,0.077085866,-0.97995934,-0.942473782
0.179037076,-0.427295742,-1.271161812,-1.775790578,0.153083128,0.602565283,-0.096862467
-1.42548644,0.129101061,0.474852921,-0.135411645,1.03152058,0.592537979,0.731149516
-1.220038055,0.406129613,1.971167407,0.986232153,-0.075492603,-0.614003835,-0.085685579
-0.608706967,0.386695419,0.834603842,1.569145775,-0.140348896,-0.676735696,0.007658687
0.100821553,-0.338483295,1.639178249,-0.900277311,-1.351872539,-0.611883044,-1.401796919
0.52997393,-1.516756737,-0.00767429,0.178120939,0.329435623,0.88108402,0.603192956
1.549298504,0.135712444,-2.893020854,-0.088843432,0.515105245,0.232059822,0.263052765
-0.123452639,0.020125369,-0.510492192,0.964823423,1.117710244,-0.278562441,-0.001732939
0.593737063,0.243085655,-0.139068913,-0.693158436,-1.790033414,-1.375936334,-2.118332049
2.440092238,1.553995041,0.015710301,1.695275658,-1.112494093,-0.787573922,-0.036781523
-0.806541636,1.160304399,0.288677346,-1.186419723,1.546015985,1.241837182,1.0694836
-0.494402414,0.020253322,0.377210657,0.570693515,-1.327783168,-0.92910359,-1.321875607
0.609676385,-0.52069555,-0.771388676,-0.450430506,-0.333821907,-0.492252665,-0.729030573
0.39542337,-1.730179045,1.512500169,-0.029107707,-1.285909048,-1.325317211,-0.957582837
0.915498573,-0.499625513,-0.906496287,0.327502322,-1.166130261,-0.554688769,-0.794852586
-1.303242505,0.018070932,0.057698208,-0.868933379,0.525137299,-0.473789086,-0.43683208
-1.632699011,1.554666345,0.804417809,-1.419586126,0.085129271,-0.36456721,-0.563786186
2.450926996,-1.336609125,-0.902303426,0.396431129,0.770210932,1.373829898,1.994011786
0.458212668,-0.909772932,-1.478080194,-0.983560591,-0.406884958,-0.241732579,-0.783165162
-1.287830658,-0.060758447,1.625589691,-0.475260568,0.491581724,-0.772542154,-0.546285447
-1.52006308,2.066881222,0.63928052,-0.097175827,-0.277855391,-0.51258784,-0.687169597
-0.665383524,0.162350208,1.487800526,0.850228075,0.114161251,-0.710305997,-0.443348517
1.922990036,-0.156671446,-2.065047868,0.678958447,-1.473733095,-0.936716382,-0.911613223
-0.027104596,0.746727506,0.815623198,-0.155810507,-0.340822056,0.15368044,0.61870288
-0.254295233,-0.645568196,0.938243699,-0.69335899,-0.322841442,0.935055155,0.071727573
0.52177091,0.375169551,-0.386853598,1.847290491,-0.632399224,-0.800288526,-0.365692909
-1.063023298,0.502717779,0.689702051,0.04061608,0.647735905,-0.641485749,-0.433422104
0.412290332,-1.672421322,0.927237269,0.377169071,-0.996978815,-0.458650614,-1.06546218
0.516387696,-0.324896386,-1.270140027,1.606504247,-0.415994216,-1.525603414,-1.485685483
-0.375216801,-0.99928235,-0.238739863,-0.403561893,-1.161200068,-0.647418308,-1.411259677
-0.326616717,1.184108036,0.005500506,1.084538748,0.683724769,0.324261959,0.868807884
-2.034221846,-0.185982565,0.35320227,0.223546521,0.188199052,-0.19945796,-0.077005249
-0.35252218,1.089960443,-0.006321152,0.642723726,0.74098304,1.071411764,1.018902087
1.212660942,-1.431676813,0.406865933,0.746891151,-2.353805232,-0.741037959,-0.70028727
0.347439185,-0.255650402,-1.329401987,-2.014989615,1.897335639,0.996979275,1.131335094
0.214392395,0.722953242,-1.26924888,0.774859529,1.114739462,0.776611389,1.475008938
-0.022007836,-0.284337783,-1.372585884,0.361140877,1.572071882,1.699587166,1.925165165
-0.486282205,3.358573853,0.668564307,0.062984693,-0.938362465,-1.756839797,-1.460839975
-1.566658155,-0.42974748,0.584529744,-0.770431061,-0.233634229,0.302932274,0.119733043
0.934461578,0.65536942,-0.119255498,0.048343198,0.786414984,-0.832775791,-0.313413064
1.315122393,-0.420437557,-0.171820909,-1.126446318,0.857979336,-0.6419842,0.067989893
0.23816385,-1.357770626,0.636256876,0.805225476,0.830048169,0.024542883,0.453042211
2.204851152,-1.65495087,-0.609728409,0.678850423,1.14020129,-0.241238143,0.900805347
0.239252579,-0.08996577,2.008593463,-1.69356532,-0.998096328,0.671993025,-0.46285017
-1.3556612,-0.047155012,0.037852091,1.510908007,-0.737236337,-1.184094455,-1.100983651
0.342297568,-0.292611507,1.187934076,0.517671592,1.02546373,1.004059031,1.109451241
0.986316201,-0.696444582,2.305216016,0.371293802,0.728982472,1.368161755,1.386891253
-0.542898587,0.059807955,0.785165818,-0.789053845,0.157115376,1.182561176,0.548067155
0.664734764,1.251827499,-2.742358593,1.487692478,0.006551224,0.802647388,1.173367608
-0.169545432,-2.163763316,-0.550112518,-1.654802933,0.444083849,1.473644996,0.256219854
0.026842613,0.590799846,-0.123852429,0.517426003,0.107448434,-0.006967911,0.635750238
0.487848396,-0.137687529,-0.255645666,-0.712453374,0.022097109,0.138781753,-0.530843769
0.330506258,-0.52198973,-0.118985414,0.519181749,1.552790396,2.17440353,1.953814788
